tweet_id,tweet_text,created_at,author_id,clean_text,sentiment
1992888134787629436,"@MerlijnTrader 🎉 Events like these are difficult to miss. Copy and trade the same AI Futures in real-time with #Bitrue! Enter the iPhone 17 Lucky Draw and win up to $1,000 USDT for the first 100 sign-ups. https://t.co/U5mLfPnVLi",2025-11-24 09:28:52+00:00,1251382849539694592,events like these are difficult to miss copy and trade the same ai futures in realtime with enter the iphone lucky draw and win up to usdt for the first signups,Positive
1992888037169414652,"@cryptogems555 🎉It's hard to miss events like this. With #Bitrue, don't just watch but copy trade the same AI Futures real-time! First 100 sign-ups enter the iPhone 17 Lucky Draw + win up to 1,000 USDT https://t.co/2HkC5ccb0q",2025-11-24 09:28:28+00:00,1251382849539694592,its hard to miss events like this with dont just watch but copy trade the same ai futures realtime first signups enter the iphone lucky draw win up to usdt,Positive
1992887977161437208,"@DivineS1319 @Maximdidierr Based on my review, the giveaway post shows signs of being fake. The account has multiple giveaway posts but no visible announcements of past winners. iPhone 17 Pro Max exists, but this fits common engagement-farming scams on X. Proceed with caution—verify independently before",2025-11-24 09:28:14+00:00,1720665183188922368,based on my review the giveaway post shows signs of being fake the account has multiple giveaway posts but no visible announcements of past winners iphone pro max exists but this fits common engagementfarming scams on x proceed with cautionverify independently before,Negative
1992887965773910024,"@PappyVanCrypto9 🎉 Events like these are difficult to miss. Copy and trade the same AI Futures in real time with #Bitrue! Enter the iPhone 17 Lucky Draw for the first 100 sign-ups to win up to $1,000 USDT. https://t.co/qKYFgyAKUY",2025-11-24 09:28:11+00:00,1251382849539694592,events like these are difficult to miss copy and trade the same ai futures in real time with enter the iphone lucky draw for the first signups to win up to usdt,Positive
1992887925609275530,"Get your hands on the new Apple iPhone 17 Pro.

@Gleamapp is giving it away to one lucky winner. Enter now for a chance 👉 https://t.co/yMvl3xwweA",2025-11-24 09:28:02+00:00,1864382364693958657,get your hands on the new apple iphone pro is giving it away to one lucky winner enter now for a chance,Positive
1992887907389153650,"Get your hands on the new Apple iPhone 17 Pro.

@Gleamapp is giving it away to one lucky winner. Enter now for a chance 👉 https://t.co/LwVGFz1GoR",2025-11-24 09:27:57+00:00,2335396514,get your hands on the new apple iphone pro is giving it away to one lucky winner enter now for a chance,Positive
1992887887147528282,"Get your hands on the new Apple iPhone 17 Pro.

@Gleamapp is giving it away to one lucky winner. Enter now for a chance 👉 https://t.co/1GaBEokC9m",2025-11-24 09:27:53+00:00,1712061730296156160,get your hands on the new apple iphone pro is giving it away to one lucky winner enter now for a chance,Positive
1992887844034183525,"@AskCryptoWealth 🎉 Events like these are difficult to miss. Copy and trade the same AI Futures in real-time with #Bitrue! Enter the iPhone 17 Lucky Draw and win up to $1,000 USDT for the first 100 sign-ups. https://t.co/QpMF97G4an",2025-11-24 09:27:42+00:00,1251382849539694592,events like these are difficult to miss copy and trade the same ai futures in realtime with enter the iphone lucky draw and win up to usdt for the first signups,Positive
1992887825868713984,"Get your hands on the new Apple iPhone 17 Pro.

@Gleamapp is giving it away to one lucky winner. Enter now for a chance 👉 https://t.co/re8ijEXs0h",2025-11-24 09:27:38+00:00,1517079142243901440,get your hands on the new apple iphone pro is giving it away to one lucky winner enter now for a chance,Positive
1992887782457679949,"Get your hands on the new Apple iPhone 17 Pro.

@Gleamapp is giving it away to one lucky winner. Enter now for a chance 👉 https://t.co/YUnMRDocWB",2025-11-24 09:27:28+00:00,1781112722832113664,get your hands on the new apple iphone pro is giving it away to one lucky winner enter now for a chance,Positive
